,seed_id
gam6p_e,cpd00288
gam6p_p,cpd00288
gam_e,cpd00276
gam_p,cpd00276
gar_c,cpd02394
garagund_c,cpd15470
gbbtn_c,cpd15471
gbbtn_e,cpd15471
gbbtn_p,cpd15471
gcald_c,cpd00229
gdp_c,cpd00031
gdp_e,cpd00031
gdp_p,cpd00031
gdpddman_c,cpd00900
gdpfuc_c,cpd00272
gdpmann_c,cpd00083
gdpofuc_c,cpd15472
gdptp_c,cpd02740
gfgaragund_c,cpd15473
gg4abut_c,cpd11408
ggagicolipa_c,cpd15475
ggbutal_c,cpd11341
gggagicolipa_c,cpd15477
ggptrc_c,cpd15478
ghb_c,cpd00728
gicolipa_c,cpd15479
glc-D_c,cpd00027
glc-D_e,cpd00027
glc-D_p,cpd00027
glcn_c,cpd00222
glcn_e,cpd00222
glcn_p,cpd00222
glcr_c,cpd00609
glcr_e,cpd00609
glcr_p,cpd00609
glcur1p_e,cpd03191
glcur1p_p,cpd03191
glcur_c,cpd00164
glcur_e,cpd00164
glcur_p,cpd00164
gln-L_c,cpd00053
gln-L_e,cpd00053
gln-L_p,cpd00053
glntrna_c,cpd12060
glu-D_c,cpd00186
glu-L_c,cpd00023
glu-L_e,cpd00023
glu-L_p,cpd00023
glu1sa_c,cpd02345
glu5p_c,cpd02097
glu5sa_c,cpd00858
glucys_c,cpd00506
glutrna_c,cpd12227
glx_c,cpd00040
gly_c,cpd00033
gly_e,cpd00033
gly_p,cpd00033
glyald_c,cpd00448
glyald_e,cpd00448
glyald_p,cpd00448
glyb_c,cpd00540
glyb_e,cpd00540
glyb_p,cpd00540
glyc-R_c,cpd00223
glyc-R_e,cpd00223
glyc-R_p,cpd00223
glyc2p_c,cpd01908
glyc2p_e,cpd01908
glyc2p_p,cpd01908
glyc3p_c,cpd00080
glyc3p_e,cpd00080
glyc3p_p,cpd00080
glyc_c,cpd00100
glyc_e,cpd00100
glyc_p,cpd00100
glyclt_c,cpd00139
glyclt_e,cpd00139
glyclt_p,cpd00139
glycogen_c,cpd00155
glycogenn1_c,cpd15302
glytrna_c,cpd12100
gmeACP_c,cpd19843
gmhep17bp_c,cpd08316
gmhep1p_c,cpd04920
gmhep7p_c,cpd04918
gmp_c,cpd00126
gmp_e,cpd00126
gmp_p,cpd00126
gp4g_c,cpd00925
grdp_c,cpd00283
grxox_c,cpd15480
grxrd_c,cpd15481
gslnt_c,NA
gsn_c,cpd00311
gsn_e,cpd00311
gsn_p,cpd00311
gthox_c,cpd00111
gthox_e,cpd00111
gthox_p,cpd00111
gthrd_c,cpd00042
gthrd_e,cpd00042
gthrd_p,cpd00042
gtp_c,cpd00038
gtp_e,cpd00038
gtp_p,cpd00038
gtspmd_c,cpd03411
gua_c,cpd00207
gua_e,cpd00207
gua_p,cpd00207
h2_c,cpd11640
h2_e,cpd11640
h2_p,cpd11640
h2mb4p_c,cpd08615
h2o2_c,cpd00025
h2o2_e,cpd00025
h2o2_p,cpd00025
h2o_c,cpd00001
h2o_e,cpd00001
h2o_p,cpd00001
h2s_c,cpd00239
h2s_e,cpd00239
h2s_p,cpd00239
h_c,cpd00067
h_e,cpd00067
h_p,cpd00067
hacolipa_e,cpd15482
halipa_e,cpd15483
hco3_c,cpd00242
hcys-L_c,cpd00135
hdca_c,cpd00214
hdca_e,cpd00214
hdca_p,cpd00214
hdcap_c,cpd19844
hdcea_c,cpd15237
hdcea_e,cpd15237
hdcea_p,cpd15237
hdceap_c,cpd19845
hdcoa_c,cpd15238
hdd2coa_c,cpd03126
hdeACP_c,cpd15239
hemeO_c,cpd11313
hexACP_c,cpd11472
hg2_c,cpd00531
hg2_e,cpd00531
hg2_p,cpd00531
hgmeACP_c,cpd19846
hhlipa_c,cpd15484
his-L_c,cpd00119
his-L_e,cpd00119
his-L_p,cpd00119
hisp_c,cpd00807
histd_c,cpd00641
histrna_c,cpd12228
hkndd_c,cpd02731
hkntd_c,cpd09255
hlipa_c,cpd15485
hmbil_c,cpd00755
hmgth_c,cpd15487
hom-L_c,cpd00227
hom-L_e,cpd00227
hom-L_p,cpd00227
hphhlipa_c,cpd15488
hpmeACP_c,cpd19847
hpyr_c,cpd00145
hqn_c,cpd00415
hx2coa_c,cpd03125
hxa_c,cpd01113
hxa_e,cpd01113
hxa_p,cpd01113
hxan_c,cpd00226
hxan_e,cpd00226
hxan_p,cpd00226
hxcoa_c,cpd03124
iasp_c,cpd03470
ichor_c,cpd00658
icit_c,cpd00260
icolipa_c,cpd15489
idon-L_c,cpd00573
idon-L_e,cpd00573
idon-L_p,cpd00573
idp_c,cpd00090
ile-L_c,cpd00322
ile-L_e,cpd00322
ile-L_p,cpd00322
iletrna_c,cpd12256
imacp_c,cpd00930
imp_c,cpd00114
imp_e,cpd00114
imp_p,cpd00114
indole_c,cpd00359
indole_e,cpd00359
indole_p,cpd00359
inost_c,cpd00121
inost_e,cpd00121
inost_p,cpd00121
ins_c,cpd00246
ins_e,cpd00246
ins_p,cpd00246
ipdp_c,cpd00113
iscs_c,NA
iscssh_c,NA
iscu-2fe2s2_c,NA
iscu-2fe2s_c,NA
iscu-4fe4s_c,NA
iscu_c,NA
isetac_c,cpd03048
isetac_e,cpd03048
isetac_p,cpd03048
itp_c,cpd00068
k_c,cpd00205
k_e,cpd00205
k_p,cpd00205
kdo2lipid4L_c,cpd03736
kdo2lipid4_c,cpd03586
kdo2lipid4_e,cpd03586
kdo2lipid4_p,cpd03586
kdo2lipid4p_c,cpd15491
kdo8p_c,cpd02730
kdo_c,cpd00875
kdolipid4_c,cpd03585
kphphhlipa_c,cpd15492
lac-D_c,cpd00221
lac-D_e,cpd00221
lac-D_p,cpd00221
lac-L_c,cpd00159
lac-L_e,cpd00159
lac-L_p,cpd00159
lald-D_c,cpd00693
lald-L_c,cpd00334
lcts_c,cpd00208
lcts_e,cpd00208
lcts_p,cpd00208
leu-L_c,cpd00107
leu-L_e,cpd00107
leu-L_p,cpd00107
leutrna_c,cpd12003
lgt-S_c,cpd02182
lipa_c,cpd03587
lipa_cold_c,cpd15493
lipa_cold_e,cpd15493
lipa_cold_p,cpd15493
lipa_e,cpd03587
lipa_p,cpd03587
lipidA_c,cpd02993
lipidAds_c,cpd03002
lipidX_c,cpd02930
lipoamp_c,cpd14955
lipoate_c,cpd00541
lipoate_e,cpd00541
lipoate_p,cpd00541
lipopb_c,NA
lpp_p,cpd11959
lys-L_c,cpd00039
lys-L_e,cpd00039
lys-L_p,cpd00039
lystrna_c,cpd15249
lyx-L_c,cpd01067
lyx-L_e,cpd01067
lyx-L_p,cpd01067
mal-D_c,cpd00386
mal-D_e,cpd00386
mal-D_p,cpd00386
mal-L_c,cpd00130
mal-L_e,cpd00130
mal-L_p,cpd00130
malACP_c,cpd11492
malcoa_c,cpd00070
malcoame_c,cpd19848
malt6p_c,cpd01919
malt_c,cpd00179
malt_e,cpd00179
malt_p,cpd00179
malthp_c,cpd15494
malthx_c,cpd01329
malthx_e,cpd01329
malthx_p,cpd01329
maltpt_c,cpd15495
maltpt_e,cpd15495
maltpt_p,cpd15495
malttr_c,cpd01262
malttr_e,cpd01262
malttr_p,cpd01262
maltttr_c,cpd01399
maltttr_e,cpd01399
maltttr_p,cpd01399
man1p_c,cpd00485
man6p_c,cpd00235
man6p_e,cpd00235
man6p_p,cpd00235
man6pglyc_c,cpd15496
man_c,cpd00138
man_e,cpd00138
man_p,cpd00138
mana_c,cpd00403
manglyc_e,cpd08374
manglyc_p,cpd08374
mdhdhf_c,cpd19849
melib_c,cpd03198
melib_e,cpd03198
melib_p,cpd03198
meoh_c,cpd00116
meoh_e,cpd00116
meoh_p,cpd00116
mercppyr_c,cpd00706
met-D_c,cpd00637
met-D_e,cpd00637
met-D_p,cpd00637
met-L_c,cpd00060
met-L_e,cpd00060
met-L_p,cpd00060
methf_c,cpd00347
metsox-R-L_c,cpd15497
metsox-R-L_e,cpd15497
metsox-R-L_p,cpd15497
metsox-S-L_c,cpd15498
metsox-S-L_e,cpd15498
metsox-S-L_p,cpd15498
mettrna_c,cpd12105
mg2_c,cpd00254
mg2_e,cpd00254
mg2_p,cpd00254
mi1p-D_c,cpd00867
micit_c,cpd02799
mincyc_e,cpd04461
mincyc_p,cpd04461
minohp_e,cpd00885
minohp_p,cpd00885
mlthf_c,cpd00125
mmcoa-S_c,cpd00519
mmet_c,cpd02027
mmet_e,cpd02027
mmet_p,cpd02027
mn2_c,cpd00030
mn2_e,cpd00030
mn2_p,cpd00030
mnl1p_c,cpd00491
mnl_e,cpd00314
mnl_p,cpd00314
moadamp_c,NA
moadcoo_c,NA
moadcosh_c,NA
mobd_c,cpd11574
mobd_e,cpd11574
mobd_p,cpd11574
moco_c,cpd18215
mococdp_c,cpd19850
mocogdp_c,cpd19851
mpt_c,cpd03520
mptamp_c,cpd19852
mql8_c,cpd15499
mqn8_c,cpd15500
msa_c,cpd00191
mso3_c,cpd08023
mso3_e,cpd08023
mso3_p,cpd08023
mthgxl_c,cpd00428
mththf_c,cpd19853
murein3p3p_p,cpd15501
murein3px3p_p,cpd15502
murein3px4p_p,cpd15503
murein4p3p_p,cpd15504
murein4p4p_p,cpd15505
murein4px4p4p_p,cpd15507
murein4px4p_p,cpd15506
murein4px4px4p_p,cpd15508
murein5p3p_p,cpd15509
murein5p4p_p,cpd15510
murein5p5p5p_p,cpd15512
murein5p5p_p,cpd15511
murein5px3p_p,cpd15513
murein5px4p_p,cpd15514
murein5px4px4p_p,cpd15515
myrsACP_c,cpd11466
n2o_c,cpd00659
n2o_e,cpd00659
n2o_p,cpd00659
n8aspmd_c,cpd00758
na15dap_c,cpd16379
na1_c,cpd00971
na1_e,cpd00971
na1_p,cpd00971
nac_c,cpd00218
nac_e,cpd00218
nac_p,cpd00218
nad_c,cpd00003
nadh_c,cpd00004
nadp_c,cpd00006
nadph_c,cpd00005
ncam_c,cpd00133
nh4_c,cpd00013
nh4_e,cpd00013
nh4_p,cpd00013
ni2_c,cpd00244
ni2_e,cpd00244
ni2_p,cpd00244
nicrnt_c,cpd00873
nmn_c,cpd00355
nmn_e,cpd00355
nmn_p,cpd00355
no2_c,cpd00075
no2_e,cpd00075
no2_p,cpd00075
no3_c,cpd00209
no3_e,cpd00209
no3_p,cpd00209
no_c,cpd00418
no_e,cpd00418
no_p,cpd00418
novbcn_e,cpd03032
novbcn_p,cpd03032
o16a2und_p,cpd15516
o16a3und_p,cpd15517
o16a4colipa_e,cpd15518
o16a4colipa_p,cpd15518
o16a4und_p,cpd15519
o16aund_c,cpd15520
o16aund_p,cpd15520
o2_c,cpd00007
o2_e,cpd00007
o2_p,cpd00007
o2s_c,cpd00532
o2s_e,cpd00532
o2s_p,cpd00532
oaa_c,cpd00032
oc2coa_c,cpd03130
ocACP_c,cpd11470
occoa_c,cpd01335
ocdcaACP_c,cpd15268
ocdca_c,cpd01080
ocdca_e,cpd01080
ocdca_p,cpd01080
ocdcap_c,cpd19854
ocdcea_c,cpd15269
ocdcea_e,cpd15269
ocdcea_p,cpd15269
ocdceap_c,cpd19855
octa_c,cpd03846
octa_e,cpd03846
octa_p,cpd03846
octapb_c,NA
octdp_c,cpd02557
octeACP_c,cpd15273
od2coa_c,cpd14937
odecoa_c,cpd15274
ogmeACP_c,cpd19856
ohpb_c,cpd03606
op4en_c,cpd00461
opmeACP_c,cpd19857
orn_c,cpd00064
orn_e,cpd00064
orn_p,cpd00064
orot5p_c,cpd00810
orot_c,cpd00247
orot_e,cpd00247
orot_p,cpd00247
oxa_c,cpd00180
oxadpcoa_c,cpd01507
oxalcoa_c,cpd00262
oxam_c,cpd01027
oxur_c,cpd00596
pa120_c,cpd15521
pa120_p,cpd15521
pa140_c,cpd15522
pa140_p,cpd15522
pa141_c,cpd15523
pa141_p,cpd15523
pa160_c,cpd15524
pa160_p,cpd15524
pa161_c,cpd15525
pa161_p,cpd15525
pa180_c,cpd15526
pa180_p,cpd15526
pa181_c,cpd15527
pa181_p,cpd15527
pac_c,cpd00430
pacald_c,cpd00464
pacald_e,cpd00464
pacald_p,cpd00464
palmACP_c,cpd15277
pan4p_c,cpd00834
pant-R_c,cpd00408
pap_c,cpd00045
paps_c,cpd00044
pdx5p_c,cpd00478
pe120_c,cpd15528
pe120_p,cpd15528
pe140_c,cpd15529
pe140_p,cpd15529
pe141_c,cpd15530
pe141_p,cpd15530
pe160_c,cpd15531
pe160_p,cpd15531
pe161_c,cpd15532
pe161_p,cpd15532
pe180_c,cpd15533
pe180_p,cpd15533
pe181_c,cpd15534
pe181_p,cpd15534
peamn_e,cpd03161
peamn_p,cpd03161
pep_c,cpd00061
pg120_c,cpd15535
pg120_p,cpd15535
pg140_c,cpd15536
pg140_p,cpd15536
pg141_c,cpd15537
pg141_p,cpd15537
pg160_c,cpd15538
pg160_p,cpd15538
pg161_c,cpd15539
pg161_p,cpd15539
pg180_c,cpd15540
pg180_p,cpd15540
pg181_c,cpd15541
pg181_p,cpd15541
pgp120_c,cpd15542
pgp120_p,cpd15542
pgp140_c,cpd15543
pgp140_p,cpd15543
pgp141_c,cpd15544
pgp141_p,cpd15544
pgp160_c,cpd15545
pgp160_p,cpd15545
pgp161_c,cpd15546
pgp161_p,cpd15546
pgp180_c,cpd15547
pgp180_p,cpd15547
pgp181_c,cpd15548
pgp181_p,cpd15548
phaccoa_c,cpd00452
phe-L_c,cpd00066
phe-L_e,cpd00066
phe-L_p,cpd00066
pheme_c,cpd00028
pheme_e,cpd00028
pheme_p,cpd00028
phetrna_c,cpd12335
phhlipa_c,cpd15549
phom_c,cpd00809
phphhlipa_c,cpd15550
phpyr_c,cpd00143
phthr_c,cpd03607
pi_c,cpd00009
pi_e,cpd00009
pi_p,cpd00009
pimACP_c,cpd19858
pmeACP_c,cpd19859
pmtcoa_c,cpd00134
pnto-R_c,cpd00644
pnto-R_e,cpd00644
pnto-R_p,cpd00644
poaac_c,cpd19860
ppa_c,cpd00141
ppa_e,cpd00141
ppa_p,cpd00141
ppal_c,cpd00371
ppal_e,cpd00371
ppal_p,cpd00371
ppap_c,cpd01844
ppbng_c,cpd00689
ppcoa_c,cpd00086
ppgpp_c,cpd00905
pphn_c,cpd00219
ppi_c,cpd00012
ppp9_c,cpd01476
pppg9_c,cpd00791
pppi_c,cpd00421
pppn_c,cpd03343
pppn_e,cpd03343
pppn_p,cpd03343
ppt_e,cpd04099
ppt_p,cpd04099
pram_c,cpd01982
pran_c,cpd02642
prbamp_c,cpd01777
prbatp_c,cpd01775
preq0_c,cpd14718
preq1_c,cpd01029
prfp_c,cpd02979
prlp_c,cpd02991
pro-L_c,cpd00129
pro-L_e,cpd00129
pro-L_p,cpd00129
progly_c,cpd15551
progly_e,cpd15551
progly_p,cpd15551
protrna_c,cpd12164
prpp_c,cpd00103
ps120_c,cpd15552
ps140_c,cpd15553
ps141_c,cpd15554
ps160_c,cpd15555
ps161_c,cpd15556
ps180_c,cpd15557
ps181_c,cpd15558
psclys_c,cpd15559
psclys_e,cpd15559
psclys_p,cpd15559
pser-L_c,cpd00738
pser-L_e,cpd00738
pser-L_p,cpd00738
ptrc_c,cpd00118
ptrc_e,cpd00118
ptrc_p,cpd00118
pyam5p_c,cpd00493
pydam_c,cpd00419
pydam_e,cpd00419
pydam_p,cpd00419
pydx5p_c,cpd00016
pydx_c,cpd00215
pydx_e,cpd00215
pydx_p,cpd00215
pydxn_c,cpd00263
pydxn_e,cpd00263
pydxn_p,cpd00263
pyr_c,cpd00020
pyr_e,cpd00020
pyr_p,cpd00020
q8_c,cpd15560
q8h2_c,cpd15561
quin_c,cpd00248
quin_e,cpd00248
quin_p,cpd00248
quln_c,cpd02333
r15bp_c,cpd00847
r1p_c,cpd00475
r5p_c,cpd00101
r5p_e,cpd00101
r5p_p,cpd00101
ragund_c,cpd15562
rbflvrd_c,cpd00739
rbl-L_c,cpd00397
rdmbzi_c,cpd03423
rephaccoa_c,cpd19861
rfamp_e,cpd04089
rfamp_p,cpd04089
rhcys_c,cpd02227
rib-D_c,cpd00105
rib-D_e,cpd00105
rib-D_p,cpd00105
ribflv_c,cpd00220
rml1p_c,cpd00831
rml_c,cpd00642
rmn_c,cpd00396
rmn_e,cpd00396
rmn_p,cpd00396
ru5p-D_c,cpd00171
ru5p-L_c,cpd00808
s17bp_c,cpd00349
s7p_c,cpd00238
sarcs_c,cpd00183
sbt-D_e,cpd00588
sbt-D_p,cpd00588
sbt6p_c,cpd00804
sbzcoa_c,cpd02021
scl_c,cpd03426
sectrna_c,cpd15563
sel_c,cpd03396
sel_e,cpd03396
sel_p,cpd03396
seln_c,cpd01078
selnp_c,cpd03078
ser-D_c,cpd00550
ser-D_e,cpd00550
ser-D_p,cpd00550
ser-L_c,cpd00054
ser-L_e,cpd00054
ser-L_p,cpd00054
seramp_c,cpd15564
sertrna_c,cpd12132
sertrna_sec_c,cpd15565
sheme_c,cpd00557
skm5p_c,cpd02030
skm_c,cpd00383
skm_e,cpd00383
skm_p,cpd00383
sl26da_c,cpd02698
sl2a6o_c,cpd02724
slnt_c,cpd03387
slnt_e,cpd03387
slnt_p,cpd03387
so2_c,cpd06201
so2_e,cpd06201
so2_p,cpd06201
so3_c,cpd00081
so3_e,cpd00081
so3_p,cpd00081
so4_c,cpd00048
so4_e,cpd00048
so4_p,cpd00048
spmd_c,cpd00264
spmd_e,cpd00264
spmd_p,cpd00264
stcoa_c,cpd00327
suc6p_c,cpd01693
sucarg_c,cpd02103
sucbz_c,cpd01772
succ_c,cpd00036
succ_e,cpd00036
succ_p,cpd00036
succoa_c,cpd00078
sucglu_c,cpd03525
sucgsa_c,cpd03526
suchms_c,cpd00822
sucorn_c,cpd02160
sucr_e,cpd00076
sucr_p,cpd00076
sucsal_c,cpd00199
sufbcd-2fe2s2_c,NA
sufbcd-2fe2s_c,NA
sufbcd-4fe4s_c,NA
sufbcd_c,NA
sufse_c,NA
sufsesh_c,NA
sulfac_c,cpd09878
sulfac_e,cpd09878
sulfac_p,cpd09878
t3c11vaceACP_c,cpd15568
t3c5ddeceACP_c,cpd15569
t3c7mrseACP_c,cpd15570
t3c9palmeACP_c,cpd15571
tag6p-D_c,cpd00805
tagdp-D_c,cpd02371
tagur_c,cpd00437
tartr-D_c,cpd01428
tartr-D_e,cpd01428
tartr-D_p,cpd01428
tartr-L_c,cpd00666
tartr-L_e,cpd00666
tartr-L_p,cpd00666
taur_c,cpd00210
taur_e,cpd00210
taur_p,cpd00210
tcynt_c,cpd01211
tcynt_e,cpd01211
tcynt_p,cpd01211
td2coa_c,cpd03127
tdcoa_c,cpd01695
tddec2eACP_c,cpd11469
tdeACP_c,cpd15294
tdec2eACP_c,cpd11475
tdecoa_c,cpd15295
thdp_c,cpd02465
thex2eACP_c,cpd11473
thf_c,cpd00087
thm_c,cpd00305
thm_e,cpd00305
thm_p,cpd00305
thmmp_c,cpd00793
thmnp_c,cpd19862
thmpp_c,cpd00056
thptdn_c,cpd03361
thr-L_c,cpd00161
thr-L_e,cpd00161
thr-L_p,cpd00161
thrp_e,cpd08928
thrp_p,cpd08928
thrtrna_c,cpd12229
thym_c,cpd00151
thym_e,cpd00151
thym_p,cpd00151
thymd_c,cpd00184
thymd_e,cpd00184
thymd_p,cpd00184
tma_c,cpd00441
tma_e,cpd00441
tma_p,cpd00441
tmao_c,cpd00811
tmao_e,cpd00811
tmao_p,cpd00811
tmrs2eACP_c,cpd11467
toct2eACP_c,cpd11471
toctd2eACP_c,cpd15572
tpalm2eACP_c,cpd11477
trdox_c,cpd11420
trdrd_c,cpd11421
tre6p_c,cpd00523
tre_c,cpd00794
tre_e,cpd00794
tre_p,cpd00794
trnaala_c,cpd11906
trnaarg_c,cpd11907
trnaasn_c,cpd11908
trnaasp_c,cpd11909
trnacys_c,cpd11910
trnagln_c,cpd11911
trnaglu_c,cpd11912
trnagly_c,cpd11913
trnahis_c,cpd11914
trnaile_c,cpd11915
trnaleu_c,cpd11916
trnalys_c,cpd11917
trnamet_c,cpd11918
trnaphe_c,cpd11919
trnapro_c,cpd11920
trnasecys_c,cpd15573
trnaser_c,cpd11921
trnathr_c,cpd11922
trnatrp_c,cpd11923
trnatyr_c,cpd11751
trnaval_c,cpd11924
trp-L_c,cpd00065
trp-L_e,cpd00065
trp-L_p,cpd00065
trptrna_c,cpd12336
tsul_c,cpd00268
tsul_e,cpd00268
tsul_p,cpd00268
ttdca_c,cpd03847
ttdca_e,cpd03847
ttdca_p,cpd03847
ttdcap_c,cpd19863
ttdcea_c,cpd15298
ttdcea_e,cpd15298
ttdcea_p,cpd15298
ttdceap_c,cpd19864
ttrcyc_e,cpd03977
ttrcyc_p,cpd03977
tungs_c,cpd15574
tungs_e,cpd15574
tungs_p,cpd15574
tym_e,cpd00374
tym_p,cpd00374
tyr-L_c,cpd00069
tyr-L_e,cpd00069
tyr-L_p,cpd00069
tyrp_e,cpd03912
tyrp_p,cpd03912
tyrtrna_c,cpd12194
u23ga_c,cpd02835
u3aga_c,cpd02886
u3hga_c,cpd03584
uLa4fn_c,cpd15575
uLa4n_c,cpd15576
uLa4n_p,cpd15576
uaagmda_c,cpd03495
uaccg_c,cpd02820
uacgam_c,cpd00037
uacgam_e,cpd00037
uacgam_p,cpd00037
uacmam_c,cpd00861
uacmamu_c,cpd03732
uagmda_c,cpd03494
uama_c,cpd00890
uamag_c,cpd00525
uamr_c,cpd00773
udcpdp_c,cpd02229
udcpdp_p,cpd02229
udcpp_c,cpd00286
udcpp_p,cpd00286
udpLa4fn_c,cpd15660
udpLa4n_c,cpd15577
udpLa4o_c,cpd15578
udp_c,cpd00014
udpacgal_e,cpd00175
udpacgal_p,cpd00175
udpg_c,cpd00026
udpg_e,cpd00026
udpg_p,cpd00026
udpgal_c,cpd00043
udpgal_e,cpd00043
udpgal_p,cpd00043
udpgalfur_c,cpd02338
udpglcur_c,cpd00144
udpglcur_e,cpd00144
udpglcur_p,cpd00144
ugmd_c,cpd02964
ugmda_c,cpd02968
um4p_c,cpd15579
ump_c,cpd00091
ump_e,cpd00091
ump_p,cpd00091
unaga_c,cpd00946
unagamu_c,cpd15581
unagamuf_c,cpd15582
unagamuf_p,cpd15582
uppg3_c,cpd00774
ura_c,cpd00092
ura_e,cpd00092
ura_p,cpd00092
uracp_c,cpd19865
urate_c,cpd00300
urdglyc_c,cpd00465
urea_c,cpd00073
urea_e,cpd00073
urea_p,cpd00073
uri_c,cpd00249
uri_e,cpd00249
uri_p,cpd00249
utp_c,cpd00062
val-L_c,cpd00156
val-L_e,cpd00156
val-L_p,cpd00156
valtrna_c,cpd12133
wco_c,NA
xan_c,cpd00309
xan_e,cpd00309
xan_p,cpd00309
xdp_c,cpd00972
xmp_c,cpd00497
xmp_e,cpd00497
xmp_p,cpd00497
xtp_c,cpd00530
xtsn_c,cpd01217
xtsn_e,cpd01217
xtsn_p,cpd01217
xu5p-D_c,cpd00198
xu5p-L_c,cpd02100
xyl-D_c,cpd00154
xyl-D_e,cpd00154
xyl-D_p,cpd00154
xylu-D_c,cpd00259
xylu-L_c,cpd00261
xylu-L_e,cpd00261
xylu-L_p,cpd00261
zn2_c,cpd00034
zn2_e,cpd00034
zn2_p,cpd00034
